text,sentiment
"@united it just goes round &amp; round, it's be going on for weeks,",neutral
@AmericanAir I tried that &amp; they have been disrespectful not professional &amp; my 2nd flight been Cancelled Flighted I have to get home for a surgeryHELP,negative
@united mobile apps need construction from the ground up for each OS category.  It's expensive to get right .,negative
@AmericanAir no kidding! Gonna take some beating on the apron... And there are some good lookin' planes out there!,positive
@JetBlue I have a disabled seat in row 6 do I get to board earlier?,neutral
@AmericanAir Sorry that is a sad answer a fully refundable first fare and no response in 6 weeks ! No more AA in my future !,negative
"@USAirways Yes &amp; have already spent 1K+ on the card &amp; paid the $89 annual fee, but the 50K miles have not shown up. Want to fly AUS --&gt; ATL",negative
@USAirways great. I just called your fucking phone number and she hung up on me,negative
@SouthwestAir how about when there are Cancelled Flightlations you just have a link to rebook like you did for initial storm issues?,negative
@AmericanAir It's not your agents; it's your voice activated system that's not working right. And no email on Cancelled Flightlation. Lots of problems,negative
".@AmericanAir after 50 minutes on hold, and another 30 minutes on the call yes. Going to be pushing it to get to the airport on time now",negative
"@USAirways yeah, the mark was like a mile back. Also we're an hour Late Flight. So thanks a ton for the great service today.",negative
@USAirways Will you guys be offering no-fee changes for flights out of DCA tomorrow afternoon?,neutral
@JetBlue your website is seriously horrible and so is your  call center!! Almost makes it tempting to fly someone else!! #sodone,negative
@USAirways with a glass of wine once we hit altitude?,neutral
"���@JetBlue: @Ruth_Slobodin Why not? We'd sure love to see you, Ruth! #JustDoIt #YouKnowYouWantTo ;)�۝ you know me too well _���",positive
@USAirways thank you. We filled out a claim and hope to have the bags tomorrow.,positive
@SouthwestAir I have never had such awful customer service and conflicting service. Outrageous.,negative
"@USAirways Aye, and nothing to do with an automated system which doesn't work properly. Anyway, got through to somebody...",negative
@USAirways been at DCA at 5 pm still here at 3 am due to mechanical issues and lack of snacks on the plane! Absolutely worse experience!,negative
@AmericanAir I did set up notifications through AA &amp; Us airways. still nothing,negative
"@AmericanAir You are jumping the gun and Cancelled Flighting flights that could've made it before the snow. Now, more Cancelled Flightlations. It's ridiculous.",negative
"@USAirways Yes, it's February. Bad weather happens every winter. If you guys don't have the business sense to forecast that I'm at a loss.",negative
@SouthwestAir - Hi Janet in customer service. I'm calling you back and have been sitting in que for 40 mins! Plz pick it up!!! #frustrated,negative
"@AmericanAir 

Fantastic support by the Twitter team. I appreciate it. Thanks again.",positive
@JetBlue @weepysweetmonty i heard youre planning on letting people fly in the overhead compartments. why would you do that?,neutral
"@united how can i trust United with future Flight Booking Problemss when a confirmed, ticketed and purchased ticket is Cancelled Flightled after the fact?",negative
@USAirways Ever sit on hold and just lose track of time? http://t.co/Yqhk8LJaBN,negative
"@united @Adam_Karren @zj76 how did you save the $200 on checked snowboard? Trying to check in this morning, website wants $200! (prem.gold)",neutral
@united Do you have a further update on the suitcase today please.,negative
"@united speaking of my flight, skateboards are allowed as carry on bagage right? No extra payment needed?",neutral
@VirginAmerica I've applied more then once to be a member of the #inflight crew team...Im 100% interested. #flightattendant #dreampath -G,positive
@AmericanAir why was my flight from Miami to Dallas Monday  rescheduled to Tuesday?,negative
@SouthwestAir just disconnected my call after 2.5 hours without even speaking to me. #octaviannightmare,negative
"@AmericanAir @jaynegelman How,about more@Blacklist too!!",neutral
"@usairways I just want to get home before Wednesday... Joke is over, 50hrs of Cancelled Flightlations and delays is enough!",negative
@JetBlue luggage fees? won't b flying JB again! at least #AA gives platinum pass 2 bags! tired of overchging bg herded like cattle2slaughter,negative
". @united 5 hours, 3 gates, and 3 planes Late Flightr still not an update, explanation, or apology to be had. #WorstAirlineEver #UnitedAirlines",negative
@AmericanAir I still am not on a flight. Ive been here allll day and now we're not boarding because we're waiting for catering?,negative
@SouthwestAir Having some trouble checking in. Can you please add me so I can DM you,negative
"@JetBlue flt 136 from PHX. Delayed 2 hrs, circle 1 hr, divert to upstate NY, just sitting for 1 hr No communication #horrible",negative
"@united if I had a ticket refunded which I purchased, for my brother to fly...could I then used the refunded credit for me to fly? Respond",neutral
@AmericanAir I changed my own flight to tonight. Why couldn't AA do that on my behalf instead of a flight tomorrow? Poor effort all around.,negative
@united thank you so much. How will you be able to contact me?,positive
@USAirways Official time of call 3 hours 10 minutes but must add for 7 minutes your reservation agent was extremely professional and helpful,negative
@AmericanAir This doesn't address my issue. I am on hold for 30 min to speak with an agent.,negative
@JetBlue thank you! Headed from LBC to OAK !,neutral
@AmericanAir since we are leaving tomorrow to miami can you do one thing right and deliver the bags to the airport?,negative
@united nice. I wonder how you pick who to respond to? Maybe only happy customers are easier. I wonder how many of those you have left.,negative
@AmericanAir instead of putting the burden on your customers do the right thing and get more gate agents.,negative
"@JetBlue @_justdippin_ drops a new video off the upcoming project #TheTakeover, produced by YpOnTheBeat https://t.co/IKQBdZA7TN RT",neutral
@SouthwestAir can you provide direct assistance? My colleague and I cannot re-book b/c the ticket was booked via a corporate account. #help,negative
@USAirways experience exceptional service from Cherry at #DenverAirport.  #GreatService. #professionalism,positive
@AmericanAir interested in possibly changing my flight to another day...need to see if there are any fees but your number is busy,negative
@JetBlue Thank you for the quick response! I am trying to request abassinet for my son. it would be great if you can help me with my request,positive
@USAirways still can't get a real person on the phone to book a flight. Ready to just go with #jetblue since they care. #usairwayssucks,negative
@USAirways duh on baggage claim 2 more hours and counting .. Flights 622 &amp; 1898 http://t.co/DkZl57uPQI,negative
@VirginAmerica you guys messed up my seating.. I reserved seating with my friends and you guys gave my seat away ... _��� I want free internet,negative
"@USAirways i have and you have not been able to locate them, its insane. i trust you and PAY you to look after my things and you lost them.",negative
@SouthwestAir my bag was Late Flight-checked and put on a different flight from OAK-&gt;MSY. Having troubles tracking it down. Any help?,neutral
"@SouthwestAir res chg online/app no work, still on hold, faster for hubby to DRIVE to airport to make change @ counter #fail",negative
".@united all other ANA ticket holders get to use the lounge, too. But not us. Because United booked us. #grumpykim",negative
@USAirways well we should have been told that before we were sitting on the plane for an hour to have the option of not getting on.,negative
@SouthwestAir when are you opening the flights beyond august 7th???,neutral
@united it most certainly was not.,negative
